sentence_id;sentence;dataset
1153;They can define the facility requirements for square footage.;mnli
1154;Jon placed a hand on San'doro's shoulder and stood.;mnli
1155;San'doro picked up Jon so he could stand.;mnli
1156;Cruises around Lake Annecy start from the Thiou river.;mnli
1157;Cruises go around Lake Annecy which begin from the Thiou river.;mnli
1158;Second, several special rate arrangements would be discontinued.;mnli
1159;A good sword, high ground, or exceptional skill may push the odds but never by much.;mnli
1160;A good sword gives people the slight edge if it is made of steel.;mnli
1161;I could not pick out what kind of manner he had.;mnli
1162;There was no reason for him to claim the kinship.;mnli
1163;He had no reason to claim the kinship.;mnli
1164;When agencies lose major accounts, they often fire nearly everyone involved with the account.;mnli
1165;If an agency loses a big account, it's not uncommon for them to fire everyone who was associated with that account.;mnli
1166;This is so great because I haven't been getting any of this lately.;mnli
1167;Its great even though I've been getting some.;mnli
1168;After successfully completing the performance evaluation period, the employee then begins earning a full salary.;mnli
1169;After completing the performance evaluation period, the employee gets paid the full amount.;mnli
1170;Seeing himself unattractively represented in hundreds of editorial cartoons as a leathery-faced half-man, half-elephant.;mnli
1171;Cost-of-services areas are areas where most of power sales are likely to occur.;mnli
1172;He had elaborated a careful plan for the following evening.;mnli
1173;He created an intricate plan for the next night.;mnli
1174;There would be a lot of meaningfulness and significance to a no-pardon promise.;mnli
1175;you know having the time when you have younger ones to take care of you maybe sometimes do not take as much time for the older ones but uh we were we're very active of course at church and uh Boy Scouting and Girl Scouts Four H;mnli
1176;The time is well spent with the kids but less is spent with the older ones.;mnli
1177;well the the problem i had with the movie was the problem i've had with a lot of uh i guess Hollywood movies which is you know it's a formula movie and they're making the movie according to a certain formula that's a good formula but they seem to;mnli
1178;The movie was original with a twist ending.;mnli
1179;Today an economy of truth sometimes just means a lie, albeit one whose seriousness may be debatable.;mnli
1180;Politicians these days have a hard time noticing the difference between an economy of truth and one of lies.;mnli
1181;The other half is where the gamblers come from, how they arrive here, and how they are served once they arrive.;mnli
1182;The other half is where the gamblers like to congregate to do their gambling.;mnli
1183;Unfortunately, the civil legal needs of all low-income Americans are not being adequately met due to severe funding shortages at the federal and state level.;mnli
1184;Fortunately for low-income Americans, all of their civil legal needs will be met free of charge.;mnli
1185;To accomplish this, the board must raise or lower interest rates to bring savings and investment at that target unemployment rate in line with each other.;mnli
1186;Accomplishing that has been the board's goal for a very long time.;mnli
1187;He surmised, therefore, that reduction in recidivism might be a suitable outcome for emergency physicians.;mnli
1188;The doctors require a lot of things to work;mnli
1189;I began to find myself in the same circle that I was in before.;mnli
1190;I had returned to the same circle of friends that I had in high school.;mnli
1191;I think it's worked,' she said about a month later before going out to a club, and her father had a vague impression that there were more or less three zits less on his daughter's face.;mnli
1192;The father thought his daughter typically had a lot of zits.;mnli
1193;A short distance north of Timna Park is the Hai Bar Wildlife Reserve, where rare and endangered indigenous animals are bred for eventual release back into the wild.;mnli
1194;The Hai Bar Wildlife Reserve is a zoo where all animals are kept in captivity their whole lives.;mnli
1195;In some cases, modern buildings were erected in their place that are not admired today.;mnli
1196;Some of the modern buildings that were erected in their place are not admired today.;mnli
1197;Though less sinister than his war club, two hits on Adrin proved that it served the job well.;mnli
1198;For several years he held court in Valladolid, though eventually he returned to Madrid.;mnli
1199;He was very glad to return to the bustling streets of Madrid.;mnli
1200;The difference, if any, between the reacquisition price and the net carrying value of the extinguished debt should be recognized as a loss or gain in accounting for interest on Treasury debt.;mnli
1201;This is the best way to represent Treasury debt.;mnli
1202;There was that lieutenant with the supply wagons.;mnli
1203;The lieutenant with the supply wagons was there.;mnli
1204;The Rim of the World Drive reaches below sea level of 8,000ft.;mnli
1205;Two wide bays offer natural harbors, and tiny Navy Island sits just offshore.;mnli
1206;Ten wide bays offer artificial harbors, and the large Navy Island is just offshore.;mnli
1207;Dutch World, where all sorts of fictional characters created by Edmund Morris come out to play with children of all ages!;mnli
1208;Edmund Morris created a world called Dutch World, a place where made up characters can play with all children.;mnli
1209;Although merger discussions continued among the four programs, in March 2000 two of the programs did not vote in favor of the merger plan, and therefore the plan moved forward with only two Legal Services Organization of Indiana, Inc. and Legal Services of Northwest Indiana, Inc.;mnli
1210;Among the four programs, merger discussions continued and 2 of the programs did not vote in march 2000.;mnli
1211;Leading commercial companies have achieved more predictable outcomes from their product development processes because they identify and control design and manufacturing risks early and manage them effectively.;mnli
1212;Desirable outcomes are achieved in part by identifying design risks early.;mnli
1213;Or, to put it another way, in the sense of asking an entirely different Is it really a requirement of sophistication that a place provides good bookstores, movies, plays, museums, music, cuisines, and an opportunity for erotic and intellectual freedom?;mnli
1214;Sophistication requires that people not have intellectual freedom.;mnli
1215;In a way, the one-world battle is over.;mnli
1216;"Whittington growled and said ""Yes, and perhaps it doesn't,""";mnli
1217;that sounds like it might be a really good idea;mnli
1218;yeah the uh this this guy did too he ended up going to Leavenworth which is good i'm glad;mnli
1219;There was a guy who went to Leavenworth.;mnli
1220;The point of David Frum's argument in the Gay Marriage dialogue seems to boil down to Look at how severely and for the worse marriage has changed in the last 30 years.;mnli
1221;There are only effeminate goblins working at the Pentagon.;mnli
1222;and there's The History of Yoakum County Texas there;mnli
1223;There's no book called The History of Yoacum County there.;mnli
1224;Suggestions on how to improve the current process were implemented and, as a result, LSC will be sending feedback letters to applicants that filed grant proposals for 2003 funding to begin a dialogue about the applicant's delivery system based on the grant application.;mnli
1225;There were over five hundred suggestions on how to improve the current process.;mnli
1226;The cruise ships crank up their flood lights, and the parties begin.;mnli
1227;Although there may be several ways in which jobrelated mortality risks differ from air pollution-related mortality risks, the most important difference may be that job-related risks are incurred voluntarily, or generally assumed to be, whereas air pollution-related risks are incurred involuntarily.;mnli
1228;People have no control over job related risks.;mnli
1229;And those are just the towns along Lake Como.;mnli
1230;unless you're eating like a baked potato or something;mnli
1231;Unless you are eating a potato that has been cooked in the oven.;mnli
1232;But these vouchers can't be the kind conservatives prefer, which are sharply limited in value so as to forestall real integration while directing tenants toward private-sector slums.;mnli
1233;These vouchers are not the type that conservatives tend to prefer.;mnli
1234;to just to see all these things that you can can see on television now and can read about that ten years ago we didn't have this kind of information i mean we didn't know;mnli
1235;Ten days ago we got a new TV.;mnli
1236;On Wednesday, April 30, police in Pecos, 80 miles from Ft.;mnli
1237;More a part of Europe than ever before, Spain joined the European Community (now European Union) in 1986, giving further boost to a booming economy.;mnli
1238;Spain still refuses to join the European Union.;mnli
1239;Exhibit 8 provides a summary of the base WTP values used to generate estimates of the economic value of avoided health effects for this analysis, adjusted to 1999 dollars, and a brief description of the basis for these values.;mnli
1240;The values used to generate the estimates are not available.;mnli
1241;Maybe Kubrick would have made nothing but masterpieces if he'd put big Greek or Venetian masks on all his actors.;mnli
1242;work and our congressionally driven examinations of how well agencies are pursuing;mnli
1243;Congress sometimes wants the progress of agencies examined by us.;mnli
1244;The Hebrew University and the Hadassah Medical Centre were built on Mount Scopus beginning in 1925 and became the pride of the Jewish community in Palestine under British control.;mnli
1245;The Hadassah Medical Centre was built on Mount Scopus in 1925.;mnli
1246;Jon could not imagine what they had faced in their own tunnel.;mnli
1247;Jon couldn't figure out what was down the tunnel, but he had an idea.;mnli
1248;Today, the action is in the food markets and boutiques on the Grand Canal's west bank.;mnli
1249;The food markets are all on the canal's east bank.;mnli
1250;and you know it's it's really annoying when the i asked the defense attorney later why he didn't bring up all this other trouble the guy had been in he said that that was barred uh by the court;mnli
1251;The man standing trial had many previous arrests.;mnli
1252;if a person wants to eat you understand that;mnli
1253;And (as Tom wonders in the book's opening line) are we all characters in one of God's dreams?;mnli
1254;Tom's last thought, reflected in the opening line of the book, was that we could be part of God's dream.;mnli
1255;i mean they are but i don't label it as such;mnli
1256;and i don't know what the solution is;mnli
1257;I have a perfect idea of what to do.;mnli
1258;was this uh done not by TI people was it;mnli
1259;Over the past 27 years, LSC has helped millions of low-income citizens solve important, sometimes life-threatening, civil legal problems.;mnli
1260;Over the past 27 years, LSC was funded by the government.;mnli
1261;We didn't have too much ice, but there was some.;mnli
1262;Clinton brought it to the galley to show the flight attendants.;mnli
1263;The act requires that auditors for each of the 24 departments and agencies named in the CFO Act report, as part of their annual audits of the agenciesa financial statements, whether the agenciesa financial management systems comply substantially with federal financial management systems requirements, applicable federal accounting standards, and SGL at the transaction level.;mnli
1264;The act does not require anything of any auditors.;mnli
1265;Also the Treasury requires departments to disclose instances of irregular expenditures arising from erroneous benefit awards and fraud by claimants.;mnli
1266;Departments are typically reluctant to disclose mistakes in the awarding of benefits.;mnli
1267;They built many impressive churches during the term of the first Latin Kingdom of Jerusalem, but in 1187 they were driven out by Muslim forces under the great warrior Saladin.;mnli
1268;Saladin was a great Muslim warrior in 1187.;mnli
1269;but a lot of women are knowledge as knowledge about football as i am;mnli
1270;I don't consider that to be very interesting, and I never want to try to do it myself.;mnli
1271;Despite occasional tensions, perhaps inevitable in times of economic uncertainty, today French people increasingly recognize that the immigrants from France's departements in the West Indies and from former colonies ' Algeria, Tunisia, and Morocco ' enrich the national culture and add spice to the country's cuisine.;mnli
1272;French people increasingly recognize that some immigrants recognize national culture and add spice to the country's cuisine.;mnli
1273;At times in recent years, the office has received its state and federal funding on a month-to-month basis, which one federal official called one step short of defunding.;mnli
1274;Finally, the analysis reports, as required by paragraph 603(c), that the Commission has reduced burdens where possible and that the regulatory burdens retained are necessary to ensure the public receives the benefits of the new services in a prompt and efficient manner.;mnli
1275;I have found it hard to forgive the things you said against my dear husband but I am an old woman & very fond of you Yours affectionately, Emily Inglethorpe 79 It was handed to the jury who scrutinized it attentively.;mnli
1276;I am an old lady that likes you a lot.;mnli
1277;Tim, we never should have got into this quagmire, but now we have no choice but to ...;mnli
1278;Tim was an idiot and got them into this mess.;mnli
1279;I enjoyed reading the book more than watching the movie.;mnli
1280;Sunraider yearns to know who his mother is, and Hickman wants to know how Bliss became Sunraider.;mnli
1281;You can take a ferryboat through the harbor, past the ingenious Plover Cove reservoir, a water catchment area appropriated by damming and draining a broad inlet from the sea.;mnli
1282;You cannot take a ferry boat through the harbour.;mnli
1283;oh really huh do you do they um have a policy where they counsel people if they come back positive or do they fire them right away or;mnli
1284;I have heard that they fire the people who come in positive.;mnli
1285;The Chicago Museum of Contemporary Art just hired its new head away from Disney.;mnli
1286;The new head of the Chicago Museum of Contemporary Art was just hired away from Disney.;mnli
1287;The United States has facilitated the importation of foreign agricultural workers in response to alleged shortages of workers in the United States for many years under various programs.;mnli
1288;The shortage of workers in the United States is the result of a bad economy.;mnli
1289;The Shore comprises a quayside and several cobbled lanes with restaurants where you can have a pleasant lunch.;mnli
1290;If you're looking for something to eat, sadly, The Shore doesn't have any restaurants.;mnli
1291;i'm in Rochester New York everybody else but one has been in Texas;mnli
1292;There are only two people not in Texas.;mnli
1293;That's why they'll make sure to stop him.;mnli
1294;In-depth, very extensive case studies of several water catchment areas were conducted, and the final report is based on a synthesis of the findings from the case studies-another example of integration of findings across diverse sites (U.S.;mnli
1295;Nobody has ever taken the time to study water catchment areas.;mnli
1296;Advertisers frequently urge us to rebel, and they frequently urge us to conform.;mnli
1297;'I do hope you will come around to seeing things my way.';mnli
1298;There was a subtle threat in her voice as she said 'I believe you will come around to seeing things my way.';mnli
1299;A remnant of the second century a.d. wall that once supported the Temple Mount, this is the most revered place in the world for the Jewish faith.;mnli
1300;The remnant of the wall is an interesting historical artifact, but doesn't have much religious meaning anymore.;mnli
1301;have to go replace them with uh something a little hardier;mnli
1302;But these are the trivia of what he left me and my sister.;mnli
1303;But these are the answers of what he left me and my sister.;mnli
1304;The men promise money to the brides' families, then often treat the wives as sex slaves, or worse.;mnli
1305;The wives and their families have no idea what they are getting into.;mnli
1306;The car was waiting, and I drove back.;mnli
1307;It's pretty nice and friendly out there in the soccer field;mnli
1308;Cucumbers grow really well here due to the rain.;mnli
1309;It's now a quiet residential refuge popular with artists and tourists seeking to escape the mobs.;mnli
1310;It is a noisy residential area popular with musicians.;mnli
1311;We strongly disagree with the Vice President's objections to our audit and access authority.;mnli
1312;The Vice President gave the go-ahead to our audit authority.;mnli
1313;And, as SurfWatch's promotional literature is happy to point out, filters can help protect management from liability for permitting sexually explicit material in the workplace.;mnli
1314;In the past, management has been held liable for allowing explicit material in the workplace.;mnli
1315;Only one son had survived to tell of the disaster.;mnli
1316;APHIS performed an environmental assessment and determined that the actions required or authorized by this rule will not present a significant risk of introducing;mnli
1317;They were longitudinal, were made by on-site observers who sought participant-observer roles, and constituted an inquiry structured from an evolving understanding of events and their meaning to the persons involved in them.;mnli
1318;They were made on site by observers, constituted an inquiry, and were longitudinal.;mnli
1319;He thought philandering husbands would be the ones taking advantage of the argument about how cheating was hard to control.;mnli
1320;However, a change would not seem likely to have a negative impact, since, in contrast to the current policy, it would be consistent with the airlines' position that frequent flyer miles belong to the individual traveler.;mnli
1321;Individuals are groups of people or businesses that work as a team to achieve a goal.;mnli
1322;There was a storm coming so the windows were shuttered.;mnli
1323;A narrow cobbled trail of 587 steps leads from the town to the small port below, now the domain of a fleet of donkeys that wait to carry cruise ship passengers into town.;mnli
1324;A fleet of donkeys ferries passengers from the town to the port.;mnli
1325;but anyway well um i can't think of a whole lot more to say;mnli
1326;um so do you have a personal computer;mnli
1327;You don't have any computers in your house, right?;mnli
1328;what'd they do for that did they have to cast it and;mnli
1329;Other distinctions are possible, such as bulk and nonbulk, but the speed distinction would seem to dominate.;mnli
1330;Youth is a failing only too easily outgrown.;mnli
1331;The idea of youth is a fault that is overcome easily by growth.;mnli
1332;I would love to go mountain sliding, it's my life dream.;mnli
1333;Write offs are used to remove financial information.;mnli
1334;From a population of 20,000 it has grown into a metropolis of 2.5 million, with tightly clustered skyscrapers and some of China's highest groseng industries.;mnli
1335;Its population has increased by over two million.;mnli
1336;The titles alone--Mars Probe Finds Kittens and Schredinger's Cat (which covers Sacajawea's Rain Bonnet and Wittgenstein's Banana)--display Martin's knack for goofy parody.;mnli
1337;and i talked to someone about the uh the uh education system i forget exactly what the focus was on that one but that was fairly interesting and i've talked to somebody about credit card usage;mnli
1338;I talked to someone about the education system and credit card usage.;mnli
1339;so let's see what well what kind of music do you not like;mnli
1340;Tell me about all the music you love listening to;mnli
1341;He looked down at the ground, while Hanson looked up.;mnli
1342;Sather Karf has no questions regarding cold iron and conjuring.;mnli
1343;5 million Americans living in households with an income below the poverty level.;mnli
1344;These Year 2000 conversion efforts are often conducted under severe time constraints that, without adequate management attention, could result in a weakening of controls over the integrity of data and programs and over the confidentiality of sensitive data.;mnli
1345;The severe time constraints on the Year 2000 conversion efforts should have absolutely no effect on the confidentiality of sensitive data.;mnli
1346;The Pacific War actually began 70 minutes before the attack on Pearl Harbor, on Malaysia's east coast, near Kota Bharu.;mnli
1347;70 minutes prior to the Pearl Harbor attack, the Pacific War began.;mnli
1348;The king himself died here in 1598, to be buried in a family tomb beneath the high altar of the basilica.;mnli
1349;The king died in 1598 and was buried in a family tomb.;mnli
1350;The resources required for the installation of control technologies to achieve the emission reductions under the Clear Skies Act were estimated and compared to their current market availability.;mnli
1351;Installing control technologies in order to reduce emissions required resources.;mnli
1352;About 2,500 victims of the Revolutionary guillotine spent their last hours in the Conciergerie.;mnli
1353;The French Revolution was the last time the Conciergerie was used to hold prisoners.;mnli
1354;Brittany's countryside is wilder and less civilized, with a jagged coastline to match.;mnli
1355;"77 ""The price, at any rate, would have to be enormous,"" she said lightly.";mnli
1356;She thinks the price, at any rate, is enormous in the summer time.;mnli
1357;uh-huh i know that Costa Rica they don't allow anybody to come in that um to come in any uh what do you call what do you call immigrants they don't allow anything like that like i could not go to Costa Rica and live as an American citizen they would not permit me to move there to work they wouldn't their jobs are there for Costa Ricans they don't allow people to move in like less nations you know and take the jobs;mnli
1358;In Costa Rica, immigration by American citizens is forbidden.;mnli
1359;The second statement is that the rate difference should be equal to the average incremental savings for the worksharing program.;mnli
1360;The rate difference should be equivalent to the average incremental savings.;mnli
1361;In the big finale, as men and women in tiny swimsuits perform a nearly pornographic water ballet in a giant glass-walled tank, a row of topless showgirls roars onto the stage on Harley Davidsons while lasers trace American Icons--the Statue of Liberty, profiles of Washington and Lincoln, the flag-raising on Iwo Jima--onto the wings of the stage, and a 15-piece pit band plays Bruce Springsteen's Born in the U.S.A. Greed, liquor, jingoism, bad taste, and utterly compelling entertainment.;mnli
1362;The finale was crass and disgusting with lots of nudity.;mnli
1363;Take the Mid-Levels Escalator to Hollywood road, known for its antiques and curio shopping.;mnli
1364;Hollywood road is located in the center of the city.;mnli
1365;Just west of the fort is the former royal palace of Ras El-Tin, built for Mohammed Ali in 1834.;mnli
1366;Mohammed Ali was rich enough to have a palace built for himself.;mnli
1367;Nowadays, it seems that more men feel pressure to stay home and take care of their kids.;mnli
1368;Jesse Helms opposes granting China permanent MFN status, calling it a reward for bad behavior.;mnli
1369;The authorities believe that the bounty hunters used their profession as a cover for armed robbery.;mnli
1370;but they went for this whole season and they had all these situations and then to end the season come to find out Pam it was all a dream;mnli
1371;The entire season played out before it was revealed that it was a dream Pam was having.;mnli
1372;The cape itself is the haunt of wild goats and the site of an isolated lighthouse and a watchtower, built high above the sea.;mnli
1373;The cape contains wild goats and an isolated lighthouse and a watchtower.;mnli
1374;A few of them were pieces from museums.;mnli
1375;and uh we have a lot of bad stuff it just really gets me depressed even to watch it;mnli
1376;The manager told me that she was the lady ballerina I was referring to.;mnli
1377;The question asks if there is anywhere else.;mnli
1378;The F/A-18E/F had 56 percent of its drawings completed and also had over 90 percent of its higher level interface drawings completed, adding confidence in the system design.;mnli
1379;On the other hand, horses of the same combination were the pride of several other families living around Lexington.;mnli
1380;And this month's votes are but a skirmish in the crusades.;mnli
1381;Saint-Malo remains an important fishing port, ferry terminal, and yacht harbor.;mnli
1382;Saint-Malo is still known as a fishing port of some importance.;mnli
1383;Others, he said, lost possessions to looters after the March 23 blaze, which left 78 people temporarily homeless.;mnli
1384;They all had been charged with trespassing when they returned to their homes, he said.;mnli
1385;um-hum i usually just i'm trying to think of i guess i would tend myself to be more towards the the like three;mnli
1386;My opinions on things vary greatly depending on how I am feeling.;mnli
1387;This two-year funding decision was made to allow the Missouri legal services programs the time and the opportunity to develop a viable, effective and comprehensive state plan.;mnli
1388;The Missouri legislatures knew that it would take time to put an effective state plan into action.;mnli
1389;Barry agreed that difficult cases do take most of the time and resources currently spent on alcohol problems in the ED.;mnli
1390;The difficult cases do not take up much time.;mnli
1391;Now they argue that the single entity suppresses salaries and violates antitrust laws.;mnli
1392;They're saying that the entity is in violation of antitrust laws put in place before the Great Depression.;mnli
1393;He played the best he could, but I think he needs a bit more time off.;mnli
1394;VA announced its first Carey Award in 1992.;mnli
1395;The first Carey Award was held by VA in 1992.;mnli
1396;This major initiative, conceived by Supreme Court Justice Anthony M. Kennedy, is the American Bar Association's principal Law Day outreach this year.;mnli
1397;Wearing a towel and bath-clogs, you will be shown to the steamy marble washroom, where buckets of hot water will be poured over you before an attendant sets to work with a coarse glove, removing dirt and dead skin and leaving you pink and glowing.;mnli
1398;After pouring hot water all over your body, a gloved attendant will exfoliate your skin until you are pink and glowing.;mnli
1399;The Rivas boy was killed a year ago.;mnli
1400;The second pedophilia scare has served a more pragmatic legislative blackmail.;mnli
1401;There has only ever been one pedophilia scare.;mnli
1402;Recognizing that these other justifications overlap and may not all qualify as basic starting points, it is worthwhile to list them.;mnli
1403;These justifications are not starting points, because they are too indepth.;mnli
1404;Nor have the rich maintained that audible indicator, that quasi-English, quasi-lockjawed accent that the swells all had in Depression-era movies.;mnli
1405;The accents in the Depression-era movies are gone because as years go by it has been forgotten.;mnli
1406;Desperately clambering toward the top of the train, I came close to a window.;mnli
1407;I boarded the train via the steps on the first car.;mnli
1408;It lost its empire in America and the Pacific, and then in 1923 suffered a humiliating defeat in Morocco at the hands of local rebels.;mnli
1409;The portion of this actuarial present value allocated to a valuation year is called the normal cost.;mnli
1410;Normal cost is a large part of the actuarial present value.;mnli
1411;but he's the star of that uh team their pitching staff and when he sits out they fizzle;mnli
1412;They have never once succeeded when he has sat out.;mnli
1413;The first prong would represent basic reporting applicable to all public companies.;mnli
1414;In addition, while these agencies address partnering with customers and other stakeholders, greater emphasis should be placed in fostering the collaboration within and across organizational boundaries to achieve results.;mnli
1415;The agencies work to partner with customers and other stakeholders.;mnli
1416;Tuppence sat on something sharp, causing him to spring up.;mnli
1417;Some of the agencies rules with their own dedicated web sites provided separate links to both the rules and electronic comment procedures (e.g.;mnli
1418;Some agencies' websites contain separate links for each of their rules and procedures.;mnli
1419;Adrin ducked underneath, spun, and the two men grappled again.;mnli
1420;Adrin jumped over top the man and started grappling him.;mnli
1421;If you've fallen in love with Italian coffee, why not buy a compact version of the espresso machine or packaged roasted beans?;mnli
1422;Unfortunately there is no way to make espressos on your own.;mnli
1423;But he had had his orders: no contact with the three travelers unless there was fear of attack.;mnli
1424;He was under order to not have any contact with the three travelers unless he was afraid of an attack.;mnli
1425;6 million from funding for court-appointed lawyers to the Legal Aid Society.;mnli
1426;6 million was handed to the Legal Aid Society for court-appointed lawyers.;mnli
1427;Saved from the plant over-growth in the past two decades, 12 km (7 miles) from Ipoh is Kellie's Castle, a mansion whose construction was halted when its owner, William Kellie Smith, a rubber planter, died while visiting Scotland in the mid-1920s.;mnli
1428;William Kellie Smith was a rubber planter who died while he was visiting Scotland in the mid-1920s.;mnli
1429;A red flag means that swimming is dangerous and a black flag means that no swimming is allowed.;mnli
1430;A red flag can indicate that the water is safe to swim in.;mnli
1431;The waters of the Algarve provide some of the best big-game fishing in Europe.;mnli
1432;Some of the best big-game fishing in Europe is found off the coast of Algarve.;mnli
1433;The greater use of broadbanding is one of the options that deserves to be discussed.;mnli
1434;There are no other options that need to be discussed.;mnli
1435;All bets are off when on the phone with Mom.;mnli
1436;Depletable and renewable resources are not excluded from the definition of land.;mnli
1437;5 concentrations and deposition are reported as a percent reduction.;mnli
1438;Concentrations and depositions will be reported as a percent reduction.;mnli
1439;6 percent in 1997.NHH-to-NHH (business mail) is the only sector of First-Class Mail that has experienced healthy growth in the 90s.;mnli
1440;NHH-to-NHH (business mail) knew a growth in the 90s of 15 percent.;mnli
1441;To apply for the job one has to visit the Recruitment and Retention of Diverse Leadership/Governance site.;mnli
1442;and their children are now living there okay;mnli
1443;it's like you know even though two hundred and fifty thousand people died somewhere else they're not going to tell you you know they're going to spend more time on doing a a thing on a on a cross guard who's a hundred and five years old than they are on anything else you know;mnli
1444;We have to prepare for people to go to the mines.;mnli
1445;We have to prepare people to go into the mines.;mnli
1446;LSC has joined with the ABA Commission on Loan Repayment and Forgiveness to study this problem and to recommend solutions.;mnli
1447;LSC doesn't want to be involved with ABA Comission.;mnli
1448;A tall man in an even taller hat.;mnli
1449;So, buy your mom something nice, eventually, when you get around to it.;mnli
1450;But evangelical leaders, who are, in my experience, uniformly kind and generous in their personal relations, can also be terribly obnoxious in their relations with Jews.;mnli
1451;Featuring prominently in an exhibition at the Tate Gallery in London, it is said to be the bed in which the artist spent a week contemplating suicide after breaking up with a boyfriend.;mnli
1452;The result is fascinating without being exactly moving.;mnli
1453;well i didn't get uh into football until about Danny Dan Marino's first year;mnli
1454;Danny Dan Marino's first year was the time when I got into football;mnli
1455;Deputy Attorney General Eric Holder, who suggested that the Justice Department, rather than a biased independent counsel, should investigate Baitgate.;mnli
1456;Eric Holder predictably suggested that the Justice Department should investigate rather than any other agency.;mnli
1457;The door was the same but I felt something in the air.;mnli
1458;I knew there was a problem because the door was moved.;mnli
1459;well what what what brand i mean what model would you look;mnli
1460;Thank you for your time and attention to this important matter.;mnli
1461;Want to catch up on the hottest independent film, pay a mere $3 for a held-over feature at the Lowe's Cineplex Fairfax, grab a few air-conditioned hours with an international flick, or watch a blockbuster in the historic Mann's Chinese Theater or El Capitan?;mnli
1462;Would you like to go outside and get away from technology?;mnli
1463;13 Such problems might well arise if the Service were to negotiate discounted rates-unaccompanied by a change in service conditions that provided cost or revenue justification.;mnli
1464;There might be problems if the service can negotiate rates without a change in the service conditions.;mnli
1465;Starr's critics think these excesses and failures make him a bad man.;mnli
1466;When the evidence is more inconsistent than consistent, the pattern is rejected.;mnli
1467;The pattern is thrown out if the evidence is overly inconsistent.;mnli
1468;Built in 1965 by Laurance Rockefeller, this was the first great resort to be carved out of the lava on the Kohala Coast.;mnli
1469;There were no resorts built on the Kohala Coast.;mnli
1470;The Torre del Mangia is fifteen feet high, climb to its first tier at five feet.;mnli
1471;Many federal CIOs, in the normal course of their own efforts, have already begun working along the lines of the advice provided in this guide.;mnli
1472;Federal CIOs have not begun using the advice.;mnli
1473;In the opinion of many, Cuba is an isolated socialist dinosaur.;mnli
1474;Cuba is thought to be an isolated socialist dinosaur by few.;mnli
1475;All known targets, except Pelosi, did vote for MFN and had been strong MFN supporters all along.;mnli
1476;It is impossible to draw a bright line between ultimate fighting and boxing.;mnli
1477;The differences between ultimate fighting and boxing are few.;mnli
1478;got more uh civilized and uh give them lethal injection so we definitely do have uh capital punishment;mnli
1479;We do it by lethal injection and it is more civilized.;mnli
1480;To qualify for legal assistance, one's income must be at or below 125 percent of the poverty level, as determined by the federal government.;mnli
1481;A person is not given free legal assistance, regardless of how little they make.;mnli
1482;The estrangement of too many parents from John McCain's life.;mnli
1483;Estrangement from his parents hurt John McCain's life hurt him.;mnli
1484;What the fad for foreign IPOs ignores is the massive uncertainty still attached to foreign markets, even as it has led U.S. investors to overlook everything they take for granted at regular reports, corporate accountability, open books, the Securities and Exchange Commission.;mnli
1485;In fact, more then 30% of international startups fail in the first quarter.;mnli
1486;Parikia is a much slower paced town that Antiparo.;mnli
1487;I was pretty tied up this weekend because I was planting flowers.;mnli
1488;Presort firms are collecting the mail, working with their customers on the quality of their addresses and on the machinability of their addresses, sorting the mail, and entering the mail effectively.;mnli
1489;Presort firms have refused to cooperate with their customers about their addresses.;mnli
1490;Although we identified no organizations that had made significant progress in applying such measures, we found that more precisely measuring the positive and negative effects of security on business operations is an area of developing interest among many information security experts.;mnli
1491;Many information security experts are more and more interested in measuring positive and negative effects of security on business operations.;mnli
1492;it manages to take care of all my home needs in terms of word processing and spreadsheets and uh databases database searches;mnli
1493;It's not enough in terms of looking after my spreadsheets or my word processing needs at home.;mnli
1494;That is avoiding the responsibility you have to your constiutents.;mnli
1495;How did it hope to compete with the great coastal settlements in other parts of the New World?;mnli
1496;There were no coastal settlements in the New World.;mnli
1497;and my wife is from Plains if you know where Plains is;mnli
1498;uh for fully automatic weapons and uh all right now for instance in California where they passed the uh;mnli
1499;i spent uh i spent a year up in Colorado Springs at TI up in Colorado Springs;mnli
1500;Owners, the government included, traditionally have maintained some level of internal facility planning and design oversight capability to ensure that new facilities acceptably balance the factors of cost, schedule, quality, and performance.;mnli
1501;Owners plan to keep the facility under budget.;mnli
1502;Their eyes were blinded by the bright sun.;mnli
1503;I don't care about drug testing, because I don't use them.;mnli
1504;yeah all we can do is keep plugging;mnli
1505;I haven't done any work since I retired.;mnli
1506;Richardson needed to make Picasso into a serious artist and an honorable man.;mnli
1507;I want you to do an experiment that is exciting for them.;mnli
1508;When the Arabs took the country from the east they brought a new religion, art, and society that swept away much of what had come before.;mnli
1509;The arabs only brought materialistic things when they took over the east.;mnli
1510;The most distinguished place for modern Irish crafts and jewelry is DesignYard on Essex Street in Temple Bar everything here is of high quality.;mnli
1511;The jewelry in DesignYard is often of poor quality.;mnli
1512;It thus provides an all-too-rare glimpse of provincial life in prewar Japan.;mnli
1513;It's a very rote look at how city life changed in Japan after the war.;mnli
1514;Conducting a flawless office fire drill is an enormous challenge.;mnli
1515;Although Israel is only now 50 years old, the roots of its three prime religious faiths (Juda?­ism, Islam, and Christianity) stretch back over many millennia, and some of its ancient settlements are amongst the oldest on earth.;mnli
1516;One factor is the integrity and ethical values maintained and demonstrated by management and staff.;mnli
1517;Demonstrating these values is valuable to the image and reputation of the business.;mnli
